8c28009e891853e32f90b73dc35d9a98ecb67e28,Ballz0fSteel/Umeko,Ballz0fSteel,Umeko,master,cogs/economy.py,.py,28206,16,24542445,2,,https://stackoverflow.com/a/24542445,"https://raw.githubusercontent.com/Ballz0fSteel/Umeko/master/cogs/economy.py
"
f4f07df0f7544cef0f2913653c7347f04f39165d,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/phpjs/0.1/math/decbin.js,.js,595,107,57803,1,,https://stackoverflow.com/q/57803,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/phpjs/0.1/math/decbin.js
"
b46c1546086e3c00d5d27a9f4ad846dc03f8629e,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.14.3/algoliasearch.jquery.js,.js,163107,216,236106,2,,https://stackoverflow.com/a/236106,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.14.3/algoliasearch.jquery.js
"
23a2f39d8d1833e755d17fc6d29122907cd12751,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.3.1/algoliasearch.angular.js,.js,130052,840,236106,2,,https://stackoverflow.com/a/236106,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.3.1/algoliasearch.angular.js
"
ed87c83b202678a36580e23e0fa014c67f80e8db,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.7.0/algoliasearch.angular.js,.js,226079,684,236106,2,,https://stackoverflow.com/a/236106,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.7.0/algoliasearch.angular.js
"
1586667799bbc01d36ce65ba0c18e065ad4a2161,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.23.0/places.js,.js,246627,260,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.23.0/places.js
"
5af6124b1364d406c2d84306e1edc602db04ede0,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.9.2/algoliasearch.parse.js,.js,156310,246,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.9.2/algoliasearch.parse.js
"
2e3b873d351ae06a89f00fbae48b97d9728d544e,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.15.1/algoliasearch.angular.js,.js,168987,208,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.15.1/algoliasearch.angular.js
"
3495393a24edd6c06a2475e96af7585103503af8,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.7.0/algoliasearch.js,.js,221780,684,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.7.0/algoliasearch.js
"
ec6eb3d96c476532f65cb00290518ab205be7f75,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.2.4/algoliasearch.jquery.js,.js,95391,846,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.2.4/algoliasearch.jquery.js
"
54f097296ed8a91ef8080a10dbbe975e68e9f2b5,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.29.0/places.js,.js,248000,260,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.29.0/places.js
"
02d498dbc3c043885b9f9da9f2f37132ee319ae6,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.21.0/places.js,.js,381735,265,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.21.0/places.js
"
87a4555edebd103e926a968c55998e95c4316b49,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.14.3/algoliasearch.parse.js,.js,105929,162,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.14.3/algoliasearch.parse.js
"
352578d325863801afd681559c66fc9cdca63cd6,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.23.1/places.js,.js,246733,260,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.23.1/places.js
"
934b00912e3a18b4ebddcc1389d7afc74fec0d49,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.2.3/algoliasearch.js,.js,128095,852,398120,2,,https://stackoverflow.com/a/398120,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.2.3/algoliasearch.js
"
2f26beed693cd067b08c1447a7576474824e0407,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angularjs/1.2.16/angular.js,.js,756488,1685,472729,2,,https://stackoverflow.com/a/472729,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angularjs/1.2.16/angular.js
"
132234b6296a10e844a5f078691f1ef51d79467e,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/angularjs/1.2.25/angular.js,.js,783193,1176,472729,2,,https://stackoverflow.com/a/472729,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/angularjs/1.2.25/angular.js
"
28989045f8ec7305cd88b71d5e837d85169c697b,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/codemirror/3.0/mode/markdown/markdown.js,.js,14133,210,494122,2,,https://stackoverflow.com/a/494122,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/codemirror/3.0/mode/markdown/markdown.js
"
5088aa625a68ccc96cb9c74d4eb0ba5d4af5e612,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.8.3/video.js,.js,701472,180,470832,1,,https://stackoverflow.com/q/470832,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.8.3/video.js
"
fb3f2f611532064812ba24f1ab831b661457b538,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-rc.79/video.js,.js,594944,336,470832,1,,https://stackoverflow.com/q/470832,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-rc.79/video.js
"
62893a086ecb075447d3026bad400b04285ab1e6,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-rc.57/video.js,.js,583395,375,470832,1,,https://stackoverflow.com/q/470832,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-rc.57/video.js
"
045418131aeb129e3053ea909fba8ed69dc126ea,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-rc.33/video.js,.js,576874,399,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-rc.33/video.js
"
33f77aecd33e5d0d58c526575ab2df46e18dbf84,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/4.12.15/video.dev.js,.js,362834,411,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/4.12.15/video.dev.js
"
aa01b64d7ee17b37f2d72fa4d90a90238aa3cba1,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-rc.3/video.js,.js,532157,420,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-rc.3/video.js
"
2496dd54f312db0f892a4b6888e29e178152af0a,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-18/video.js,.js,627342,444,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-18/video.js
"
c84aba2c833c0e78fa48f9b411c1e98193b552d5,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-rc.63/video.js,.js,593356,363,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-rc.63/video.js
"
6b9bd65d14c8c49bd04e44959aa9c51575b4acf0,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/4.12.12/video.dev.js,.js,363761,552,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/4.12.12/video.dev.js
"
e6475040ba40af45e57ea907bfbb663cfc1d2873,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-31/video.js,.js,531625,435,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-31/video.js
"
6a87bb02617302b71ab6125b0ecf40ebdbf7daaf,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/4.12.4/video.dev.js,.js,361151,1077,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/4.12.4/video.dev.js
"
d12c1a36743295b7f51ceab4f95ea910cda089ed,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/4.12.6/video.dev.js,.js,360966,819,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/4.12.6/video.dev.js
"
94ed589492c354d45ec3bcd837453443e748911c,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.5.1/video.js,.js,677138,201,1444562,1,,https://stackoverflow.com/q/1444562,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.5.1/video.js
"
6f1dcc5dfabbb3f130eda1c9771fd828b1565d09,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/momentjs/2.8.2/moment-with-locales.js,.js,322150,1280,3561493,1,,https://stackoverflow.com/q/3561493,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/momentjs/2.8.2/moment-with-locales.js
"
045418131aeb129e3053ea909fba8ed69dc126ea,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-rc.33/video.js,.js,576874,399,3653444,1,,https://stackoverflow.com/q/3653444,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-rc.33/video.js
"
ec8e75f18de08418ceca6bb118f208cc9da1d74d,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.9.2/video.js,.js,722043,186,3653444,1,,https://stackoverflow.com/q/3653444,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.9.2/video.js
"
ef890a706f1c3d2256f7de3d33d4d8fb90567abc,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/videojs/5.0.0-rc.32/video.js,.js,578159,399,3653444,1,,https://stackoverflow.com/q/3653444,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/videojs/5.0.0-rc.32/video.js
"
6ae693cc4354964ae8f119e939ced08c05b557ba,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.4.6/placesInstantsearchWidget.js,.js,267145,184,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.4.6/placesInstantsearchWidget.js
"
fb86f341cf1b6c3e1388906ac7c7035b931872f2,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.16.0/algoliasearch.parse.js,.js,109514,156,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.16.0/algoliasearch.parse.js
"
034c4ffa6cf407125636b4dc63652db3ab336c61,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/pouchdb/6.0.5/pouchdb.js,.js,372835,250,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/pouchdb/6.0.5/pouchdb.js
"
abe2c319c954fbe97491326251b848f52eb9c23b,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.2.2/algoliasearch.js,.js,128095,858,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.2.2/algoliasearch.js
"
f25a5da32d9604783bc310315c38252520e68d38,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.10.1/algoliasearch.jquery.js,.js,211915,288,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.10.1/algoliasearch.jquery.js
"
69a9f7be03336e6fed8ec4b9ea9df856f4fe11fc,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.7.8/algoliasearch.angular.js,.js,220104,564,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.7.8/algoliasearch.angular.js
"
f215b0e59d43d99b431163128388a9c2db0e72d5,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.13.1/algoliasearch.jquery.js,.js,240265,232,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.13.1/algoliasearch.jquery.js
"
5ac69acd9292e1804c30e78a47d2ff3b1880c5ce,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.4.5/places.js,.js,263954,184,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.4.5/places.js
"
ec0368d7c51229e1a73f5f0965cf56100aa02f4c,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.9.4/algoliasearch.angular.js,.js,213958,296,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.9.4/algoliasearch.angular.js
"
0b36b42de9905d795ad9742a71bf070926b630c1,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.3.0/places.js,.js,248943,196,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.3.0/places.js
"
9f1ffadacf36e96dd0a97f34f6c9ee264866d66f,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/1.4.4/placesInstantsearchWidget.js,.js,258546,184,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/1.4.4/placesInstantsearchWidget.js
"
241ba3cb05c98db75a77b6b22137c3809cfe5faf,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.14.2/algoliasearch.jquery.js,.js,162656,216,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.14.2/algoliasearch.jquery.js
"
853abe111308a60a1b0dbd8a4da7618571f21c0f,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/pouchdb/5.4.3/pouchdb.js,.js,370728,312,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/pouchdb/5.4.3/pouchdb.js
"
3d7cb548112870c55537e7a436dd11405428a6bc,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/places.js/0.0.14/places.js,.js,376372,270,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/places.js/0.0.14/places.js
"
de8a4a331d35397cb910bb9a889e3b1ec34f5d63,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.15.0/algoliasearch.jquery.js,.js,166685,208,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.15.0/algoliasearch.jquery.js
"
885c1cdddda5cacf4e39b3588074c5e4d33c43e4,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/algoliasearch/3.10.2/algoliasearch.angular.js,.js,239786,292,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/algoliasearch/3.10.2/algoliasearch.angular.js
"
b293671f1d288e9a0f8cafea48e4c7d9a8d3cd35,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/docsearch.js/2.1.4/docsearch.js,.js,268105,184,16459606,2,,https://stackoverflow.com/a/16459606,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/docsearch.js/2.1.4/docsearch.js
"
0c5a11c5bd817c5c8b835941c053182852c5558f,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/holder/2.9.3/holder.js,.js,139909,84,22747272,2,,https://stackoverflow.com/a/22747272,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/holder/2.9.3/holder.js
"
fbd92d0849eeca50319a962198e6bc8fd659401c,barisaydinoglu/jsdelivr,barisaydinoglu,jsdelivr,master,files/socket.io-client/1.0.3/socket.io.js,.js,151328,425,13216903,1,,https://stackoverflow.com/q/13216903,"https://raw.githubusercontent.com/barisaydinoglu/jsdelivr/master/files/socket.io-client/1.0.3/socket.io.js
"
5e4618cb5c44b67fcbf4ffafe40eda5231431a0c,Bartoshko/occasion-jitsu,Bartoshko,occasion-jitsu,master,node_modules/uglify-js/node_modules/yargs/lib/parser.js,.js,12413,4031,1068308,2,,https://stackoverflow.com/a/1068308,"https://raw.githubusercontent.com/Bartoshko/occasion-jitsu/master/node_modules/uglify-js/node_modules/yargs/lib/parser.js
"
